@@@@@@@@@@@@@@@@@@@@, @@@@
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_POSITIVE, {HouseBLord.FirstName}が誠意を持って挨拶をします（[hyperlink,GLOBAL.EmpireRelationConcept]外交関係[/hyperlink]： [hyperlink,HeroRelation]{RelationValue}[/hyperlink]）[br/]{LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_DEFAULT}
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_VOID, {LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_HUMAN}[br/]どちらかの{GLOBAL.LeaderConcept.Hyperlink}が{GLOBAL.AstralVoidLoreConcept.Hyperlink}内にいる間は、その支配者が戻って来るまでインタラクションが無効化される。
DIPLOMACY@PLAYERINTERACTION@FOOTER_FORESHADOW_DEGRADE_DEFAULT, {HouseBLord.Name}は、あなたがこのままの道を進んで行くのであれば、現在の条約や協定を破棄すると明確に述べています。
DIPLOMACY@PLAYERINTERACTION@FOOTER_FORESHADOW_ENDWAR_DEFAULT, {HouseBLord.Name}はあなたとの戦争を終わらせる態勢を整えているかもしれません。停戦計画を立てるために交渉を行ってください。
DIPLOMACY@PLAYERINTERACTION@FOOTER_FORESHADOW_IMPROVE_DEFAULT, {HouseBLord.Name}は別の条約または外交関係状態について話し合う準備を整えています。
DIPLOMACY@PLAYERINTERACTION@FOOTER_FORESHADOW_WAR_DEFAULT, {HouseBLord.Name}は、あなたが彼らをなだめないのであれば、すぐに宣戦布告をする構えを明らかにしています。[br/]言及している理由は以下の通りです： {Reasons}
DIPLOMACY@PLAYERINTERACTION@FOOTER_PERSONALITY_DISLIKE, {HouseBLord.Name}は[hyperlink,Personality]個人的に[/hyperlink]、あなたによる「{Preference.Name}」の行動を疎ましいと思っています。これにより外交関係が{Value}[badRelation/]悪化します。
DIPLOMACY@PLAYERINTERACTION@FOOTER_PERSONALITY_LIKE, {HouseBLord.Name}は[hyperlink,Personality]個人的に[/hyperlink]、あなたによる「{Preference.Name}」の行動を好ましいと思っています。これにより外交関係が{Value}[goodRelation/]向上します。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_CALLTOWAR_ACCEPTED, {HouseBLord.Name}があなたからの援護要請に応え、[hyperlink,Target]{Target.Name}[/hyperlink]に対する戦いに参戦しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_CALLTOWAR_DECLINED, {HouseBLord.Name}は、[hyperlink,Target]{Target.Name}[/hyperlink]に対するあなたからの援護要請に応えることを拒否しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_CALLTOWAR_RECEIVED, {HouseBLord.TitleName}はもうすぐあなたの援護要請に応えます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_CALLTOWAR_REPLY_ACCEPTED, あなたは{HouseBLord.FirstName}の[hyperlink,Target]{Target.Name}[/hyperlink]に対する援護要請を承諾しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_CALLTOWAR_REPLY_DECLINED, あなたは{HouseBLord.FirstName}の[hyperlink,Target]{Target.Name}[/hyperlink]に対する援護要請を拒否しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_FRIENDOFRIVAL_DEFAULT, {HouseBLord.Name}は、自分が[hyperlink,GLOBAL.DeclRivalryConcept]敵対[/hyperlink]している[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]との間であなたが[hyperlink,GLOBAL.DeclFriendshipConcept]友好関係を宣言した[/hyperlink]ことを非難しています。これにより、この状況が続いている限りあなたの外交関係が{RelationValue}[badRelation/]悪化していきます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_MUTUALFRIENDSHIP_DEFAULT, {HouseBLord.FirstName}は、あなたが[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]と共通の[hyperlink,GLOBAL.DeclFriendshipConcept]友好関係[/hyperlink]を共有していることを喜んでいます。これにより、この状況が続いている限りあなたの外交関係が{RelationValue}[goodRelation/]向上していきます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_MUTUALRIVALRY_DEFAULT, {HouseBLord.FirstName}は、あなたが[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]と共通の[hyperlink,GLOBAL.DeclRivalryConcept]敵対関係[/hyperlink]を共有していることを喜んでいます。これにより、この状況が続いている限りあなたの外交関係が{RelationValue}[goodRelation/]向上していきます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_PLAYERFRIENDSHIP_DEFAULT, あなたは{HouseBLord.FirstName}に対して{GLOBAL.DeclFriendshipConcept.Hyperlink}を宣言しました。そのうち、これが外交関係向上に役立つことになるかもしれません。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_PLAYERRIVALRY_DEFAULT, あなたは{HouseBLord.FirstName}に対して{GLOBAL.DeclRivalryConcept.Hyperlink}を宣言しました。そのうち、これが戦争に繋がってしまうかもしれません！
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DECLARATION_RIVALOFFRIEND_DEFAULT, {HouseBLord.Name}は、自分が[hyperlink,GLOBAL.DeclFriendshipConcept]友好的[/hyperlink]である[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]との間であなたが[hyperlink,GLOBAL.DeclRivalryConcept]敵対関係を宣言した[/hyperlink]ことを非難しています。これにより、この状況が続いている限りあなたの外交関係が{RelationValue}[badRelation/]悪化していきます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_RESPONSE_DENOUNCE_DEFAULT, あなたは{HouseBLord.Name}を非難しました。これにより、あなたと{HouseBLord.Name}の両方を知っているすべてのAI支配者と{HouseBLord.Name}の間の外交関係に悪影響が及ぼされます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_ACCEPTED_DEFAULT, {HouseBLord.FirstName}があなたの{GLOBAL.CallToArmsConcept.Hyperlink}を承諾しました。この懸賞を完了させるまでの制限時間は{TurnsRemaining} <<m:{GLOBAL.TurnConcept.Hyperlink}>>です。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_DECLINED_DEFAULT, {HouseBLord.FirstName}があなたの{GLOBAL.CallToArmsConcept.Hyperlink}を拒否しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_FAILED_DEFAULT, {HouseBLord.FirstName}は、承諾したあなたの{GLOBAL.CallToArmsConcept.Hyperlink}を完了させることができませんでした。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_SUCCESS_DEFAULT, {HouseBLord.FirstName}があなたの{GLOBAL.CallToArmsConcept.Hyperlink}を完了させ、報酬を受け取りました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_PENDING_DEFAULT, {HouseBLord.FirstName}はまだ{GLOBAL.CallToArmsConcept.Hyperlink}を完了させられるかどうか熟考中であり、行動を起こしていません。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_NEARTARGET_DEFAULT, {HouseBLord.FirstName}は{GLOBAL.CallToArmsConcept.Hyperlink}の標的に近付いており、達成間近かもしれません。 {LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_TIMEESTIMATE}
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_NEGATIVE_DEFAULT, {HouseBLord.FirstName}が{GLOBAL.CallToArmsConcept.Hyperlink}の標的に到達できるまでまだ時間がかかりそうです。 {LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_TIMEESTIMATE}
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_NEUTRAL_DEFAULT, {HouseBLord.FirstName}はまだ{GLOBAL.CallToArmsConcept.Hyperlink}の標的に向かって軍を進めていますが、進展はありません。 {LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_TIMEESTIMATE}
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_PAUSED_DEFAULT, {HouseBLord.FirstName}の焦点は{GLOBAL.CallToArmsConcept.Hyperlink}から外れているようです。後ほどもう一度挑む可能性があります。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_POSITIVE_DEFAULT, {HouseBLord.FirstName}は{GLOBAL.CallToArmsConcept.Hyperlink}の標的に到達するために進展しています。 {LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_TIMEESTIMATE}
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_RUNNING_TIMEESTIMATE, この懸賞が完了するまでの推定時間は{TurnsUntilTarget} <<m:{GLOBAL.TurnConcept.Hyperlink}>>です。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WARCOORDINATION_UPDATE_START_DEFAULT, {HouseBLord.FirstName}は{GLOBAL.CallToArmsConcept.Hyperlink}を評価し、達成に向けて挑戦することを決めました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WAR_DEFAULT, [fireCol]あなたは{HouseBLord.Name}と{GLOBAL.WarConcept.Hyperlink}に入りました。[/fireCol][br/]戦争を終えるため、{GLOBAL.TruceConcept.Hyperlink}の[hyperlink,GLOBAL.TradeConcept]交渉[/hyperlink]を行ってください。
DIPLOMACY@PLAYERINTERACTION@FOOTER_WAR_QUEUED_DEFAULT, [fireCol]{QueuedDuration}<<m:{GLOBAL.TurnConcept.Hyperlink}>>後、あなたは{HouseBLord.Name}と{GLOBAL.WarConcept.Hyperlink}になります。[/fireCol][br/]戦争を終えるため、{GLOBAL.TruceConcept.Hyperlink}の[hyperlink,GLOBAL.TradeConcept]交渉[/hyperlink]を行ってください。
DIPLOMACY@PLAYERINTERACTION@HEADER_DEFEATED, …
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_CALLTOWAR_RECEIVED_ALLIANCE_AGGRESSIVE, 「{Player.Lord.FirstName}、是非我々の戦争に参戦してくれ！共に哀れな{Target.Race}を壊滅に導こうではないか！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_CALLTOWAR_RECEIVED_ALLIANCE_DEFENSIVE, 「{Player.Lord.FirstName}、是非我々の戦争に参戦してくれ！{Target.Lord.FirstName}に、あやつが我々の偉大なる同盟に攻撃を仕掛けた日のことを後悔させてやろうではないか！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_CALLTOWAR_RECEIVED_DEFENSIVEPACT, 「{Player.Lord.FirstName}、我々は攻撃を受けてしまっている！我々との誓いを守り、君には我々の援護についてもらうことを期待しているぞ」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_CALL_TO_FRIENDSHIP_DEFAULT, 「{Target.Lord.Name}は私の友になるに相応しい存在であることを証明した。君と{Target.Lord.FirstName}が共有する友好関係は、我々をより強い存在にすることだろう！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_CALL_TO_RIVALRY_DEFAULT, 「私が{Target.Lord.FirstName}と敵対していることは誰の目にも明らかだ。私の仲間になれば、共に<<P:Target.Lord>>を倒して勝利することができるのだぞ！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_FRIENDSHIP_DEFAULT, 「{HouseALord.TitleName}、私は君を友だと思っている。共に繁栄しようではないか！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_FRIENDSHIP_DEFAULT_ISOLATIONIST, 「実は私は… {HouseALord.FirstName}、君を友だと思っているのだ。{HouseBRace}と{HouseARace}は調和して共存できるのではないだろうか。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_RIVALRY_DEFAULT, 「これを正式な声明だと思ってもらって結構だ。私、{HouseBLord.TitleName}は、お前との敵対関係を表明する。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_RIVALRY_DEFAULT_ISOLATIONIST, 「{HouseALord.FirstName}、お前のような輩はいなくなった方がこの領土のためになるというものだ。警告するぞ。私や我々の民には一切近付くでない。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLARATION_RIVALRY_DEFAULT_SPY, 「お前のような支配者がいなくなってくれればいいのにと皆が願っているんだ。私に近寄るな。それから、私の計画の邪魔をするんじゃない。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_DEFAULT, 「{HouseALord.TitleName}、お前が私の悩みの種でいるのもこれまでだ。戦争に備えよ！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_DEFAULT_DIPLOMAT, 「平穏を求める者であっても、限界というものはあるものだ。{HouseALord.TitleName}、お前は一線を越えてしまった。戦いに備えるんだな。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_DEFAULT_ISOLATIONIST, 「あっぱれだな、{HouseALord.TitleName}。お前は私をあまりにも苛つかせたことで、私にお前を破滅させるよう仕向けることに成功したのだ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_DEFAULT_WARLORD, 「お前には、{HouseBLord.TitleName}の真の力と<<o:HouseBLord>> {HouseBRace.Name}を見せてくれる。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_MAGICVICTORY_DEFAULT_1, 「{HouseALord.TitleName}、お前が古代遺産の力を導こうとする姿を、こちらが黙って見届けるとでも思っているのか？戦争に入る覚悟をせよ！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DECLAREWAR_MAGICVICTORY_DEFAULT_2, 「{HouseALord.TitleName}、お前は古代遺産の力を導くに相応しい存在ではない。そんな事は決して許さぬ！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DENOUNCE_DEFAULT, 「{HouseALord.TitleName}、お前は私を怒らせた！『{CasusBelliName}！』この蛮行を止めなければ、酷い目に遭うことになるぞ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DENOUNCE_OTHER_DEFAULT, 「{TargetLord.Name}が私を怒らせたことを知らしめてやる。{CasusBelliName}！<<Cp:TargetLord>>を信用してはならぬ！」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DIPLOMATICSTATECHANGE_DECREASED_DEFAULT, 「悲しい知らせだが、我々の連合はバラバラになってしまっている。我々の間にあった絆は、思っていたほど有益なものではなかったようだな。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DIPLOMATICSTATECHANGE_DECREASED_DEFAULT_WARLORD, 「もうこれ以上、お前と協力をしていても価値はないようだ。これからは一人で征服を続けて行くこととしよう。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DIPLOMATICSTATECHANGE_INCREASED_DEFAULT, 「{HouseALord.TitleName}、我々の間の絆がより強まったことは非常に喜ばしいことだ。我々両者にとってより明るい時代が来るように努力しようではないか。」
DIPLOMACY@PLAYERINTERACTION@OPINION_ACTION_DIPLOMATICSTATECHANGE_INCREASED_DEFAULT_DIPLOMAT, 「君も条約や外交関係に重要な価値を見い出していることは喜ばしいことだ。これからも、民のためにより明るい時代を築いて行こうではないか。」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT, 「ごきげんよう、{HouseALord.TitleName}。一体何を話し合いに来たのですか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_DIPLOMAT, 「{HouseALord.TitleName}万歳。本日はどのような外交関係事項について議論を行うべきでしょうか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_ISOLATIONIST, 「{HouseALord.TitleName}、私は多忙なんだ。何の用だ？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_MERCHANT, 「ごきげんよう、{HouseALord.TitleName}！本日は何について議論を行うべきでしょうか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_SAGE, 「運命の再会を果たすことになりましたな。{HouseALord.Name}、どんな疑念をお持ちなのでしょうか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_SPY, 「ごきげんよう、{HouseALord.TitleName}。あなたの重要な設計図の進み具合はどうですか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_DEFAULT_WARLORD, 「{HouseALord.TitleName}、あなたに力を。一体どんな用があってこの戦争の部屋に？」
DIPLOMACY@PLAYERINTERACTION@OPINION_ENDWAR, 「ようこそ、{HouseALord.TitleName}。この戦争はお互いに大きな犠牲をもたらした。今日はここで、この戦争に終止符を打つための話し合いをしようじゃないか」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT, 「自己紹介をしよう。私は{HouseBRace}家の{HouseBLord.TitleName}。この領土の大きさが我々両者にとって適切であることを祈るばかりだ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_DIPLOMAT, 「{HouseALord.TitleName}万歳。自己紹介をさせてください。私は{HouseBLord.TitleName}です。多くのゴディールは戦争を好みますが、私は平和を目指しているだけなのです。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_ISOLATIONIST, 「この領土にもう一人の支配者が現れたのか。一つの領土に何人の支配者が入れると言うのだ？お互いを邪魔しないように努める、それでどうだ？」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_SAGE, 「ごきげんよう、{HouseALord.TitleName}。この領土での君に、知恵が力を貸してくれることを祈ろうではないか。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_SPY, 「この領土での権力を狙う者がまた現れたのか。教えてくれ、{HouseALord.TitleName}。お前は操る者なのか？それとも手先なのか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_VOID, 「{HouseALord.TitleName}、どうやら我々は特殊な状況下で出会うことになったようだな。我々の外交関係についての話し合いは、後ほどになりそうだ」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_DEFAULT_WARLORD, 「よくここまでやって来たな、{HouseALord.TitleName}。私の名は{HouseBLord.TitleName}。お前の力を証明してみせろ。共にこの領土を征服する仲間になれるかもしれぬぞ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE, 「ほほう、お前があの悪名高き{HouseALord.Name}か。私の土地に近付こうとすれば、ここでのお前の人生を苦悩に満ちたものにすることになるぞ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE_DIPLOMAT, 「ああ、あなたがあの向こう見ずな{HouseALord.TitleName}なのですね。私は{HouseBLord.TitleName}です。多くのゴディールは戦争を好みますが、私は平和を目指しているだけなのです。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE_ISOLATIONIST, 「また私の帝国の安全を脅かす支配者が現れたのか。私の邪魔さえしなければ、お前の邪魔をすることもない、約束だ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE_SAGE, 「運命は時として、我々の士気を試すために敵の出現を強いるものなのだ。だが我々のためにも、お前がその敵でないことを祈っているぞ。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE_SPY, 「新たな歩兵が現れたのか。お前はゴディールのようだが、私のような存在に立ち向かう覚悟はできているのか？」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_NEGATIVE_WARLORD, 「ほほう、お前が{HouseARace.Name}家の{HouseALord.TitleName}か。なんと不快な。お前の領土が征服に値すると決めてしまう前に、慎重に歩を進めるのだな。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_POSITIVE, 「{HouseALord.TitleName}、あなたに関する素晴らしい噂は聞いております。ここであなたがどんな事をやってのけるのか、楽しみにしています。」
DIPLOMACY@PLAYERINTERACTION@OPINION_FIRSTMEET_POSITIVE_DIPLOMAT, 「{HouseALord.TitleName}万歳！どうやら我々は親族関係を共有しているようですね。私の名前は{HouseBLord.Name}。この領土で戦争を勃発させるゴディールが多過ぎて困っています。私は平和を目指す方が良いと思うのです。そう思いませんか？」
